Subject ID,Player Name,Group,Time from TOA (months),Chronological Age,Height (cm),Sitting Height (cm),Leg Length (cm),Weight (kg),TOA Age,TOA Height,PHVA Age,PHVA Height,FHA Age,FHA Height,Maturity Offset,Growth Tempo,Father's Height (cm),Mother's Height (cm),Predicted Adult Height (cm),A,B,C,D,% Pred Adult Height,Bio Band
Middle_2,Sebastian Hughes,Middle,15,11.54,146.37,74.3,71.57,39.89,10.29,137.84,14.52,165.15,17.52,226.00,-2.98,12.20,180.2,169,184.53,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,18,11.79,149.42,75.39,72.32,40.88,10.29,137.84,14.55,166.55,17.55,171.80,-2.76,4.68,180.2,169,186.78,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,21,12.04,150.59,75.33,73.13,41.11,10.29,137.84,14.70,164.52,17.70,173.99,-2.66,4.88,180.2,169,182.68,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,24,12.29,151.81,76.67,74.56,42.16,10.29,137.84,14.70,164.98,17.70,198.27,-2.41,8.16,180.2,169,183.45,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,27,12.54,153.85,77.74,75.26,42.79,10.29,137.84,14.72,165.81,17.72,201.14,-2.18,8.52,180.2,169,184.75,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,30,12.79,155.98,78.19,75.86,43.09,10.29,137.84,14.81,166.85,17.81,205.22,-2.02,8.96,180.2,169,186.11,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,33,13.04,158.22,79.38,76.78,43.23,10.29,137.84,14.81,164.55,17.81,198.94,-1.77,8.12,180.2,169,182.25,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_2,Sebastian Hughes,Middle,36,13.29,160.25,80.07,77.91,43.69,10.29,137.84,14.87,165.41,17.87,199.42,-1.58,8.12,180.2,169,183.45,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_2,Sebastian Hughes,Middle,39,13.54,162.28,80.88,77.9,44.29,10.29,137.84,14.92,166.23,17.92,162.24,-1.38,3.20,180.2,169,184.65,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Middle_2,Sebastian Hughes,Middle,42,13.79,163.08,81.76,79.07,44.77,10.29,137.84,14.95,166.59,17.95,197.87,-1.16,7.84,180.2,169,185.12,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Middle_2,Sebastian Hughes,Middle,45,14.04,165.04,83.09,80.25,45.69,10.29,137.84,14.92,164.07,17.92,194.60,-0.88,7.44,180.2,169,181.06,-5.76,0.61,-0.00083,0.55,0.91,PHV Second Stage
Middle_2,Sebastian Hughes,Middle,48,14.29,166.9,83.3,80.73,45.62,10.29,137.84,15.03,165.00,18.03,189.53,-0.74,6.68,180.2,169,182.19,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_2,Sebastian Hughes,Middle,51,14.54,168.57,83.57,81.48,46.8,10.29,137.84,15.13,165.84,18.13,191.45,-0.59,6.84,180.2,169,183.20,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_2,Sebastian Hughes,Middle,54,14.79,170.28,85.36,81.81,46.48,10.29,137.84,15.03,166.26,18.03,205.03,-0.24,8.68,180.2,169,184.24,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_2,Sebastian Hughes,Middle,57,15.04,172.45,86.01,83.5,47.39,10.29,137.84,15.08,164.46,18.08,207.94,-0.04,9.00,180.2,169,181.14,-4.51,0.69,-0.00059,0.43,0.95,Post-Pubertal
Middle_2,Sebastian Hughes,Middle,60,15.29,174.7,86.5,83.76,48.45,10.29,137.84,15.14,165.55,18.14,208.52,0.15,9.00,180.2,169,182.68,-4.51,0.69,-0.00059,0.43,0.96,Post-Pubertal
Middle_3,Alexnder Kim,Middle,0,10.38,138.87,70.86,67.5,38.28,10.38,138.87,14.17,164.23,17.17,165.22,-3.79,3.88,184.5,167.3,184.29,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,3,10.63,139.84,71.32,68.73,38.45,10.38,138.87,14.28,165.02,17.28,171.97,-3.65,4.80,184.5,167.3,185.15,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,6,10.88,141.04,72.39,70.26,39.18,10.38,138.87,14.32,165.75,17.32,190.23,-3.44,7.40,184.5,167.3,186.21,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,9,11.13,142.89,71.98,71.65,39.24,10.38,138.87,14.51,164.27,17.51,164.25,-3.38,3.56,184.5,167.3,182.72,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,12,11.38,143.78,73.3,72.12,41,10.38,138.87,14.52,164.67,17.52,179.16,-3.14,5.64,184.5,167.3,183.36,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,15,11.63,145.19,74.53,73.7,41.34,10.38,138.87,14.54,165.33,17.54,188.44,-2.91,6.92,184.5,167.3,184.40,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,18,11.88,146.92,74.84,75.22,41.55,10.38,138.87,14.66,166.38,17.66,157.50,-2.78,2.56,184.5,167.3,185.68,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,21,12.13,147.56,75.89,76.58,42.7,10.38,138.87,14.69,164.02,17.69,199.09,-2.56,8.24,184.5,167.3,181.54,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,24,12.38,149.62,76.71,77.24,43.79,10.38,138.87,14.74,164.93,17.74,192.76,-2.36,7.32,184.5,167.3,182.85,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,27,12.63,151.45,77.74,78.85,43.66,10.38,138.87,14.77,165.69,17.77,172.28,-2.14,4.52,184.5,167.3,184.02,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,30,12.88,152.58,78.35,79.73,44.16,10.38,138.87,14.84,166.30,17.84,197.09,-1.96,7.80,184.5,167.3,184.73,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_3,Alexnder Kim,Middle,33,13.13,154.53,79.22,81.17,44.74,10.38,138.87,14.88,164.07,17.88,173.09,-1.75,4.56,184.5,167.3,180.85,-7.13,0.59,-0.00116,0.61,0.85,PHV Initial Stage
Middle_3,Alexnder Kim,Middle,36,13.38,155.67,79.4,82.44,45.52,10.38,138.87,15.01,164.74,18.01,197.13,-1.63,7.64,184.5,167.3,181.52,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Middle_3,Alexnder Kim,Middle,39,13.63,157.58,79.93,83.99,45.93,10.38,138.87,15.08,165.60,18.08,185.71,-1.45,6.08,184.5,167.3,182.65,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Middle_3,Alexnder Kim,Middle,42,13.88,159.1,81.28,84.76,46.17,10.38,138.87,15.06,166.10,18.06,156.99,-1.18,2.36,184.5,167.3,183.55,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_3,Alexnder Kim,Middle,45,14.13,159.69,82.97,85.72,47.28,10.38,138.87,14.99,162.89,17.99,205.82,-0.86,8.80,184.5,167.3,178.53,-5.76,0.61,-0.00083,0.55,0.89,PHV Initial Stage
Middle_3,Alexnder Kim,Middle,48,14.38,161.89,83.34,87.03,47.95,10.38,138.87,15.08,163.88,18.08,207.54,-0.70,8.92,184.5,167.3,179.86,-5.76,0.61,-0.00083,0.55,0.90,PHV Second Stage
Middle_3,Alexnder Kim,Middle,51,14.63,164.12,83.97,88.25,48.83,10.38,138.87,15.13,164.83,18.13,164.00,-0.50,3.24,184.5,167.3,181.21,-5.76,0.61,-0.00083,0.55,0.91,PHV Second Stage
Middle_3,Alexnder Kim,Middle,54,14.88,164.93,85.14,89.59,48.56,10.38,138.87,15.12,165.10,18.12,192.11,-0.24,6.88,184.5,167.3,181.70,-5.76,0.61,-0.00083,0.55,0.91,PHV Second Stage
Middle_3,Alexnder Kim,Middle,57,15.13,166.65,85.23,90.69,49.32,10.38,138.87,15.24,162.89,18.24,158.05,-0.11,2.44,184.5,167.3,177.71,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Middle_3,Alexnder Kim,Middle,60,15.38,167.26,86.47,91.91,50.39,10.38,138.87,15.21,163.09,18.21,157.98,0.17,2.44,184.5,167.3,178.13,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Middle_4,Daniel Green,Middle,0,10.36,139.3,70.37,68.15,40.24,10.36,139.30,14.20,162.78,17.20,164.76,-3.84,3.72,171.5,166.2,181.10,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_4,Daniel Green,Middle,3,10.61,140.23,72.02,69.11,40.72,10.36,139.30,14.20,163.22,17.20,186.88,-3.59,6.96,171.5,166.2,181.93,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_4,Daniel Green,Middle,6,10.86,141.97,72.48,70.02,40.79,10.36,139.30,14.30,164.38,17.30,210.36,-3.44,10.24,171.5,166.2,183.48,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_4,Daniel Green,Middle,9,11.11,144.53,73.09,71.24,41.21,10.36,139.30,14.39,162.50,17.39,155.04,-3.28,2.24,171.5,166.2,179.79,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Middle_4,Daniel Green,Middle,12,11.36,145.09,73.82,73.22,43.18,10.36,139.30,14.46,162.90,17.46,186.14,-3.10,6.60,171.5,166.2,180.18,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_4,Daniel Green,Middle,15,11.61,146.74,75.76,74.21,43.34,10.36,139.30,14.40,163.47,17.40,160.99,-2.79,3.08,171.5,166.2,181.40,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_4,Daniel Green,Middle,18,11.86,147.51,76.64,74.68,43.52,10.36,139.30,14.45,163.92,17.45,236.62,-2.59,13.72,171.5,166.2,181.97,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_4,Daniel Green,Middle,21,12.11,150.94,77.56,76.71,45.1,10.36,139.30,14.50,162.47,17.50,181.26,-2.39,5.88,171.5,166.2,179.29,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Middle_4,Daniel Green,Middle,24,12.36,152.41,77.95,77.71,45.69,10.36,139.30,14.59,163.25,17.59,180.68,-2.23,5.72,171.5,166.2,180.22,-8.61,0.64,-0.00167,0.62,0.85,Pre-Pubertal
Middle_4,Daniel Green,Middle,27,12.61,153.84,78.54,78.44,46.17,10.36,139.30,14.67,163.96,17.67,161.81,-2.06,3.08,171.5,166.2,181.13,-8.61,0.64,-0.00167,0.62,0.85,Pre-Pubertal
Middle_4,Daniel Green,Middle,30,12.86,154.61,79.4,79.56,46.54,10.36,139.30,14.71,164.35,17.71,216.05,-1.85,10.44,171.5,166.2,181.62,-8.61,0.64,-0.00167,0.62,0.85,PHV Initial Stage
Middle_4,Daniel Green,Middle,33,13.11,157.22,80.72,81.32,47.06,10.36,139.30,14.70,162.25,17.70,171.29,-1.59,4.36,171.5,166.2,178.11,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Middle_4,Daniel Green,Middle,36,13.36,158.31,81.45,81.94,48.3,10.36,139.30,14.75,162.74,17.75,211.72,-1.39,9.80,171.5,166.2,178.75,-7.13,0.59,-0.00116,0.61,0.89,PHV Initial Stage
Middle_4,Daniel Green,Middle,39,13.61,160.76,81.75,83.46,48.56,10.36,139.30,14.85,163.82,17.85,172.26,-1.24,4.40,171.5,166.2,180.20,-7.13,0.59,-0.00116,0.61,0.89,PHV Initial Stage
Middle_4,Daniel Green,Middle,42,13.86,161.86,83.01,84.14,49.97,10.36,139.30,14.83,164.17,17.83,198.20,-0.97,7.88,171.5,166.2,180.84,-7.13,0.59,-0.00116,0.61,0.90,PHV Initial Stage
Middle_4,Daniel Green,Middle,45,14.11,163.83,83.94,85.87,51.04,10.36,139.30,14.86,162.00,17.86,191.47,-0.75,6.96,171.5,166.2,177.15,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_4,Daniel Green,Middle,48,14.36,165.57,84.52,87.03,51.41,10.36,139.30,14.92,162.76,17.92,188.87,-0.56,6.56,171.5,166.2,178.20,-5.76,0.61,-0.00083,0.55,0.93,PHV Second Stage
Middle_4,Daniel Green,Middle,51,14.61,167.21,85.53,87.97,51.63,10.36,139.30,14.92,163.37,17.92,168.03,-0.31,3.80,171.5,166.2,179.20,-5.76,0.61,-0.00083,0.55,0.93,PHV Second Stage
Middle_4,Daniel Green,Middle,54,14.86,168.16,86.91,89,52.32,10.36,139.30,14.87,163.61,17.87,200.02,-0.01,8.08,171.5,166.2,179.77,-5.76,0.61,-0.00083,0.55,0.94,PHV Second Stage
Middle_4,Daniel Green,Middle,57,15.11,170.18,87.52,90.47,53.8,10.36,139.30,14.93,162.11,17.93,190.44,0.18,6.76,171.5,166.2,177.11,-4.51,0.69,-0.00059,0.43,0.96,Post-Pubertal
Middle_4,Daniel Green,Middle,60,15.36,171.87,88.21,91.5,54.86,10.36,139.30,14.96,162.89,17.96,190.70,0.40,6.76,171.5,166.2,178.26,-4.51,0.69,-0.00059,0.43,0.96,Post-Pubertal
Middle_5,Henry Bailey,Middle,0,10.25,138.77,70.78,68.06,36.21,10.25,138.77,14.10,161.51,17.10,200.97,-3.85,9.08,172.7,159.1,179.23,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_5,Henry Bailey,Middle,3,10.5,141.04,72.07,69,36.65,10.25,138.77,14.13,162.72,17.13,170.68,-3.63,4.64,172.7,159.1,181.25,-10.83,0.90,-0.00348,0.50,0.78,Pre-Pubertal
Middle_5,Henry Bailey,Middle,6,10.75,142.2,72.76,70.04,38.79,10.25,138.77,14.21,163.50,17.21,210.57,-3.46,10.32,172.7,159.1,182.25,-10.83,0.90,-0.00348,0.50,0.78,Pre-Pubertal
Middle_5,Henry Bailey,Middle,9,11,144.78,72.41,71.57,39.71,10.25,138.77,14.39,165.31,17.39,157.61,-3.39,2.64,172.7,159.1,184.55,-10.83,0.90,-0.00348,0.50,0.78,Pre-Pubertal
Middle_5,Henry Bailey,Middle,12,11.25,145.44,73.1,72.34,39.59,10.25,138.77,14.47,162.14,17.47,183.51,-3.22,6.20,172.7,159.1,178.76,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_5,Henry Bailey,Middle,15,11.5,146.99,73.37,73.65,40.62,10.25,138.77,14.59,163.08,17.59,201.28,-3.09,8.52,172.7,159.1,179.90,-10.01,0.74,-0.00242,0.58,0.82,Pre-Pubertal
Middle_5,Henry Bailey,Middle,18,11.75,149.12,73.86,74.85,42.19,10.25,138.77,14.68,164.23,17.68,156.01,-2.93,2.32,172.7,159.1,181.46,-10.01,0.74,-0.00242,0.58,0.82,Pre-Pubertal
Middle_5,Henry Bailey,Middle,21,12,149.7,75.02,76.24,42.3,10.25,138.77,14.71,164.54,17.71,243.75,-2.71,14.08,172.7,159.1,181.89,-10.01,0.74,-0.00242,0.58,0.82,Pre-Pubertal
Middle_5,Henry Bailey,Middle,24,12.25,153.22,75.62,76.78,43.7,10.25,138.77,14.79,162.94,17.79,173.14,-2.54,4.56,172.7,159.1,178.92,-8.61,0.64,-0.00167,0.62,0.86,PHV Initial Stage
Middle_5,Henry Bailey,Middle,27,12.5,154.36,76.1,78.27,44.28,10.25,138.77,14.88,163.57,17.88,184.24,-2.38,5.96,172.7,159.1,179.64,-8.61,0.64,-0.00167,0.62,0.86,PHV Initial Stage
Middle_5,Henry Bailey,Middle,30,12.75,155.85,76.24,79.2,45.22,10.25,138.77,15.01,164.42,18.01,177.26,-2.26,4.96,172.7,159.1,180.58,-8.61,0.64,-0.00167,0.62,0.86,PHV Initial Stage
Middle_5,Henry Bailey,Middle,33,13,157.09,77.62,80.67,46.76,10.25,138.77,15.00,164.87,18.00,185.56,-2.00,6.04,172.7,159.1,181.36,-8.61,0.64,-0.00167,0.62,0.87,PHV Initial Stage
Middle_5,Henry Bailey,Middle,36,13.25,158.6,77.74,81.83,47.5,10.25,138.77,15.13,162.51,18.13,245.89,-1.88,13.60,172.7,159.1,177.12,-7.13,0.59,-0.00116,0.61,0.90,PHV Initial Stage
Middle_5,Henry Bailey,Middle,39,13.5,162,78.53,82.64,48.25,10.25,138.77,15.18,163.86,18.18,157.48,-1.68,2.36,172.7,159.1,179.13,-7.13,0.59,-0.00116,0.61,0.90,PHV Second Stage
Middle_5,Henry Bailey,Middle,42,13.75,162.59,78.95,83.92,49.69,10.25,138.77,15.27,164.25,18.27,178.23,-1.52,4.92,172.7,159.1,179.47,-7.13,0.59,-0.00116,0.61,0.91,PHV Second Stage
Middle_5,Henry Bailey,Middle,45,14,163.82,79.18,84.27,50.44,10.25,138.77,15.38,164.92,18.38,188.56,-1.38,6.12,172.7,159.1,180.19,-7.13,0.59,-0.00116,0.61,0.91,PHV Second Stage
Middle_5,Henry Bailey,Middle,48,14.25,165.35,79.52,86.06,52.17,10.25,138.77,15.49,162.73,18.49,212.58,-1.24,8.96,172.7,159.1,176.45,-5.76,0.61,-0.00083,0.55,0.94,PHV Second Stage
Middle_5,Henry Bailey,Middle,51,14.5,167.59,81,87.08,52.06,10.25,138.77,15.44,163.51,18.44,209.56,-0.94,8.64,172.7,159.1,177.81,-5.76,0.61,-0.00083,0.55,0.94,PHV Second Stage
Middle_5,Henry Bailey,Middle,54,14.75,169.75,81.25,88.26,53.16,10.25,138.77,15.55,164.54,18.55,168.33,-0.80,3.56,172.7,159.1,179.11,-5.76,0.61,-0.00083,0.55,0.95,PHV Second Stage
Middle_5,Henry Bailey,Middle,57,15,170.64,82.22,89.24,53.66,10.25,138.77,15.57,164.91,18.57,214.97,-0.57,9.16,172.7,159.1,179.65,-5.76,0.61,-0.00083,0.55,0.95,PHV Second Stage
Middle_5,Henry Bailey,Middle,60,15.25,172.93,82.23,90.42,54.89,10.25,138.77,15.71,163.91,18.71,216.26,-0.46,9.16,172.7,159.1,177.73,-4.51,0.69,-0.00059,0.43,0.97,Post-Pubertal
Middle_6,Julian Mitchell,Middle,0,10.41,138.65,70.96,68.36,38.21,10.41,138.65,14.18,162.77,17.18,186.03,-3.77,7.00,179.6,163.7,181.96,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,3,10.66,140.4,71.24,68.44,38.79,10.41,138.65,14.30,163.99,17.30,177.80,-3.64,5.68,179.6,163.7,183.52,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,6,10.91,141.82,72.49,69.59,40.06,10.41,138.65,14.33,164.77,17.33,194.00,-3.42,8.00,179.6,163.7,184.77,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,9,11.16,143.82,73.6,70.41,39.99,10.41,138.65,14.37,162.69,17.37,174.82,-3.21,5.20,179.6,163.7,180.92,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,12,11.41,145.12,74.32,70.85,41.95,10.41,138.65,14.44,163.41,17.44,221.87,-3.03,11.84,179.6,163.7,181.85,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,15,11.66,148.08,75.64,71.96,43.23,10.41,138.65,14.45,164.68,17.45,167.92,-2.79,4.16,179.6,163.7,184.03,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,18,11.91,149.12,76.09,72.66,43.45,10.41,138.65,14.54,165.39,17.54,180.59,-2.63,5.88,179.6,163.7,184.80,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,21,12.16,150.59,77.15,73.71,44.5,10.41,138.65,14.57,163.15,17.57,199.94,-2.41,8.56,179.6,163.7,180.81,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,24,12.41,152.73,78.37,74.76,44.84,10.41,138.65,14.58,163.96,17.58,145.24,-2.17,0.92,179.6,163.7,182.18,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,27,12.66,152.96,79.2,74.88,46.27,10.41,138.65,14.62,164.15,17.62,208.77,-1.96,9.72,179.6,163.7,182.31,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,30,12.91,155.39,79.29,76.27,47.6,10.41,138.65,14.75,165.38,17.75,197.98,-1.84,8.08,179.6,163.7,183.85,-8.61,0.64,-0.00167,0.62,0.85,Pre-Pubertal
Middle_6,Julian Mitchell,Middle,33,13.16,157.41,79.97,76.76,48.38,10.41,138.65,14.81,163.20,17.81,176.55,-1.65,5.12,179.6,163.7,179.93,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_6,Julian Mitchell,Middle,36,13.41,158.69,81.71,77.74,49.39,10.41,138.65,14.75,163.49,17.75,212.89,-1.34,10.12,179.6,163.7,180.68,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Middle_6,Julian Mitchell,Middle,39,13.66,161.22,82.27,78.92,50.02,10.41,138.65,14.81,164.54,17.81,187.81,-1.15,6.64,179.6,163.7,182.18,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Middle_6,Julian Mitchell,Middle,42,13.91,162.88,83.2,79.24,50.66,10.41,138.65,14.84,165.18,17.84,187.95,-0.93,6.64,179.6,163.7,183.16,-7.13,0.59,-0.00116,0.61,0.89,PHV Initial Stage
Middle_6,Julian Mitchell,Middle,45,14.16,164.54,84.9,79.78,51.3,10.41,138.65,14.76,162.60,17.76,213.60,-0.60,10.20,179.6,163.7,179.12,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_6,Julian Mitchell,Middle,48,14.41,167.09,85.24,80.8,53.29,10.41,138.65,14.85,163.71,17.85,159.17,-0.44,2.76,179.6,163.7,180.65,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_6,Julian Mitchell,Middle,51,14.66,167.78,86.76,82.03,53.61,10.41,138.65,14.78,163.81,17.78,230.67,-0.12,12.48,179.6,163.7,181.07,-5.76,0.61,-0.00083,0.55,0.93,PHV Second Stage
Middle_6,Julian Mitchell,Middle,54,14.91,170.9,86.94,82.86,54.86,10.41,138.65,14.89,165.18,17.89,177.54,0.02,5.20,179.6,163.7,182.96,-5.76,0.61,-0.00083,0.55,0.93,PHV Second Stage
Middle_6,Julian Mitchell,Middle,57,15.16,172.2,88.5,83.46,55.37,10.41,138.65,14.81,163.05,17.81,177.43,0.35,5.24,179.6,163.7,179.68,-4.51,0.69,-0.00059,0.43,0.96,Post-Pubertal
Middle_6,Julian Mitchell,Middle,60,15.41,173.51,88.74,84.87,56.66,10.41,138.65,14.91,163.80,17.91,177.93,0.50,5.24,179.6,163.7,180.58,-4.51,0.69,-0.00059,0.43,0.96,Post-Pubertal
Middle_7,Isaac Flores,Middle,0,10.2,136.49,69.66,67.57,33.68,10.2,136.49,14.17,161.18,17.17,176.39,-3.97,5.72,176.9,165.2,179.82,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_7,Isaac Flores,Middle,3,10.45,137.92,70.66,68.67,34.77,10.2,136.49,14.23,162.05,17.23,201.18,-3.78,9.20,176.9,165.2,181.08,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_7,Isaac Flores,Middle,6,10.7,140.22,70.81,69,35.61,10.2,136.49,14.37,163.60,17.37,154.55,-3.67,2.52,176.9,165.2,183.12,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_7,Isaac Flores,Middle,9,10.95,140.85,71.5,70.93,35.77,10.2,136.49,14.45,164.15,17.45,184.91,-3.50,6.68,176.9,165.2,183.68,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_7,Isaac Flores,Middle,12,11.2,142.52,72.77,71.45,36.46,10.2,136.49,14.47,161.84,17.47,167.90,-3.27,4.32,176.9,165.2,179.65,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_7,Isaac Flores,Middle,15,11.45,143.6,72.75,73.21,36.83,10.2,136.49,14.62,162.68,17.62,181.61,-3.17,6.08,176.9,165.2,180.45,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Middle_7,Isaac Flores,Middle,18,11.7,145.12,73.53,73.75,36.82,10.2,136.49,14.69,163.51,17.69,151.17,-2.99,1.96,176.9,165.2,181.57,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Middle_7,Isaac Flores,Middle,21,11.95,145.61,73.16,75.58,37.25,10.2,136.49,14.88,164.17,17.88,188.38,-2.93,6.76,176.9,165.2,181.93,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Middle_7,Isaac Flores,Middle,24,12.2,147.3,74.21,76.17,38.56,10.2,136.49,14.91,162.09,17.91,192.63,-2.71,7.28,176.9,165.2,178.39,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_7,Isaac Flores,Middle,27,12.45,149.12,74.66,77.13,38.88,10.2,136.49,15.01,163.01,18.01,159.30,-2.56,2.92,176.9,165.2,179.55,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_7,Isaac Flores,Middle,30,12.7,149.85,75.86,78.44,39.6,10.2,136.49,15.02,163.32,18.02,190.94,-2.32,6.96,176.9,165.2,180.01,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_7,Isaac Flores,Middle,33,12.95,151.59,76.27,79.45,39.32,10.2,136.49,15.12,164.22,18.12,172.94,-2.17,4.60,176.9,165.2,181.13,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Middle_7,Isaac Flores,Middle,36,13.2,152.74,76.27,80.35,40.61,10.2,136.49,15.27,161.84,18.27,191.36,-2.07,6.80,176.9,165.2,176.85,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Middle_7,Isaac Flores,Middle,39,13.45,154.44,77.01,81.71,41.59,10.2,136.49,15.33,162.59,18.33,161.85,-1.88,3.12,176.9,165.2,177.85,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_7,Isaac Flores,Middle,42,13.7,155.22,78.33,82.89,40.74,10.2,136.49,15.32,162.86,18.32,186.49,-1.62,6.16,176.9,165.2,178.32,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_7,Isaac Flores,Middle,45,13.95,156.76,78.2,84.22,42.25,10.2,136.49,15.48,163.73,18.48,163.97,-1.53,3.32,176.9,165.2,179.22,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_7,Isaac Flores,Middle,48,14.2,157.59,78.26,84.88,42.18,10.2,136.49,15.62,161.03,18.62,172.18,-1.42,4.24,176.9,165.2,174.61,-5.76,0.61,-0.00083,0.55,0.90,PHV Second Stage
